Molecule,State,is_primary,conformer,energy,opt_success,no_imaginary,homo,lumo,homo_lumo_gap,dipole,max_positive_charge,max_negative_charge,charge_spread,avg_charge,crest_num_conformers,crest_energy_range,crest_energy,crest_population,excited_energy,excited_opt_success,excited_homo,excited_lumo,excited_homo_lumo_gap,excitation_energy_ev,gap_ev,energy_diff_from_neutral,homo_num,lumo_num,gap_calculated,conformational_flexibility,energy_diversity,charge_polarity,charge_intensity,has_nh2,has_oh,has_cn,has_me,has_f,is_ring,is_neutral,is_cation,is_triplet,is_primary_num,molecular_complexity,ring_count,has_5ring,has_3ring,has_7ring,has_in_group,has_out_group,has_both_groups,has_cn_alt,cn_count,has_nh2_alt,nh2_count,has_oh_alt,oh_count,has_me_alt,me_count,has_f_alt,f_count,has_sh,sh_count,has_bh2,bh2_count,has_cf3,cf3_count,has_no2,no2_count,has_ome,ome_count,has_nme2,nme2_count,has_nph3,nph3_count,has_nn+,nn+_count,total_substituents,structural_complexity,estimated_size,estimated_polarity,estimated_hydrophobicity,electron_donating_effect,electron_withdrawing_effect,net_electronic_effect,estimated_conjugation,planarity_index,homo_polarity,lumo_electronic_effect,gap_conjugation,energy_per_size,dipole_planarity,s1_t1_gap_ev,is_negative_gap
sesqui_7ring_2NN+,cation,True,conf_3,-680.3307885,True,True,-6.4333191880000005,-4.098036840000001,2.335282348,,,,,,3.0,5012.54,5012.54,0.0,,,,,,,,0.1694390999999768,-6.4333191880000005,-4.098036840000001,2.335282348,1.3862943611198906,8.519897531390315,,,0,0,0,0,0,1,0,1,0,1,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,2,9.0,4.5,-3.0,0.0,3.0,-3.0,8.5,2.0,-28.949936346,12.294110520000002,0.2458189357695412,-75.59230983333333,0.0,0.5005847043999998,0
sesqui_7ring_2NN+,triplet,True,conf_2,-680.4846761,True,True,-4.632196622,-1.811735012,2.82046161,,,,,,3.0,4494.85,2466.74,0.0,,,,,,,0.4231780871004093,0.015551500000015,-4.632196622,-1.811735012,2.8204616100000006,1.3862943611198906,8.410910028027647,,,0,0,0,0,0,1,0,0,1,1,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,2,9.0,4.5,-3.0,0.0,3.0,-3.0,8.5,2.0,-20.844884799000003,5.435205036,0.2968903832732808,-75.60940845555555,0.0,0.6461384830000001,0
5ring_nh2_3ring_cn_out,neutral,True,conf_1,-603.1179697,True,True,-5.0749261,-3.31706966,1.7578564400000003,,0.186476,-0.283416,0.469892,9.999999999593669e-08,2.0,828.94,0.0,100.0,-603.09785721,False,-4.511922234000001,-3.31706966,1.1948525740000004,0.5472890103852941,,0.0,-5.0749261,-3.31706966,1.75785644,1.0986122886681098,6.72135340902103,0.469892,0.469892,1,0,1,0,0,1,1,0,0,1,3,2,1,1,0,0,1,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,4,11.5,6.5,-3.0,2.0,3.0,-1.0,11.0,4.0,-32.98701965,3.31706966,0.1464879145934045,-52.44504084347826,0.0,0.3273569320000001,0
5ring_nh2_3ring_cn_out,cation,True,conf_1,-602.952027,True,True,-5.821606916,-3.923067538,1.898539378,,,,,,1.0,0.0,0.0,100.0,,,,,,,,0.1659426999999596,-5.821606916,-3.923067538,1.898539378,0.6931471805599453,0.0,,,1,0,1,0,0,1,0,1,0,1,3,2,1,1,0,0,1,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,4,11.5,6.5,-3.0,2.0,3.0,-1.0,11.0,4.0,-37.840444954000006,3.923067538,0.1582114829904308,-52.430611043478265,0.0,0.3695618134,0
5ring_nh2_3ring_cn_out,triplet,True,conf_1,-603.1111678,True,True,-4.88988858,-1.5472402040000002,3.342648376,,,,,,1.0,0.0,0.0,100.0,,,,,,,0.185089221660753,0.0068019000000276,-4.88988858,-1.5472402040000002,3.342648376,0.6931471805599453,0.0,,,1,0,1,0,0,1,0,0,1,1,3,2,1,1,0,0,1,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,4,11.5,6.5,-3.0,2.0,3.0,-1.0,11.0,4.0,-31.78427577,1.5472402040000002,0.2785537992051673,-52.44444937391304,0.0,0.8027945128,0
3ring_oh,neutral,True,conf_1,-458.4851129,True,True,-5.379421666000001,-0.580691276,4.79873039,,0.258399,-0.165959,0.424358,3.469446951953614e-18,3.0,2922.94,0.0,100.0,-458.46450018,True,-4.874650196,-0.580691276,4.29395892,0.5609009690072969,,0.0,-5.379421666000001,-0.580691276,4.798730390000001,1.3862943611198906,7.980687300823293,0.424358,0.424358,0,1,0,0,0,1,1,0,0,1,2,1,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,4.0,3.0,-2.0,1.0,0.1,0.9,4.0,2.0,-16.138264998000004,-0.5226221484000001,0.9597441585116832,-114.621278225,0.0,1.2396191170000002,0
3ring_oh,cation,True,conf_3,-458.308091,True,True,-6.677949674,-1.509688472,5.168261202,,,,,,3.0,914.91,914.91,0.0,,,,,,,,0.1770218999999997,-6.677949674,-1.509688472,5.168261202,1.3862943611198906,6.819918106571852,,,0,1,0,0,0,1,0,1,0,1,2,1,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,4.0,3.0,-2.0,1.0,0.1,0.9,4.0,2.0,-20.033849022,-1.3587196248,1.033650173099654,-114.57702275,0.0,1.3504783606,0
3ring_oh,triplet,True,conf_4,-458.39539,True,True,-4.469744564,-0.271569772,4.1981747920000005,,,,,,10.0,4717.61,465.61,0.0,,,,,,,2.4414857210591765,0.0897228999999697,-4.469744564,-0.271569772,4.198174792,2.3978952727983707,8.459269543683034,,,0,1,0,0,0,1,0,0,1,1,2,1,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,4.0,3.0,-2.0,1.0,0.1,0.9,4.0,2.0,-13.409233692,-0.2444127948,0.8396332791334418,-114.5988475,0.0,1.0594524376,0
5ring_nh2_both,neutral,True,conf_3,-529.4095409,True,True,-3.597619194,-0.5689903740000001,3.02862882,,0.121988,-0.177993,0.299981,1.2616170734376781e-18,5.0,2412.77,785.01,0.0,-529.357915408,False,-2.846584554,-0.5689903740000001,2.27759418,1.4048019130080114,,0.0,-3.597619194,-0.5689903740000001,3.02862882,1.791759469228055,7.788945119570644,0.299981,0.299981,1,0,0,0,0,1,1,0,0,1,2,1,1,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,6.5,3.0,-2.0,2.0,0.1,1.9,6.0,2.0,-10.792857582,-1.0810817106,0.4326606419133686,-81.44762167692308,0.0,0.7085886459999999,0
5ring_nh2_both,cation,True,conf_1,-529.3041835,True,True,-4.12524824,-0.914030926,3.211217314,,,,,,2.0,405.37,0.0,100.0,,,,,,,,0.1053574000000026,-4.12524824,-0.914030926,3.211217314,1.0986122886681098,6.007264074641886,,,1,0,0,0,0,1,0,1,0,1,2,1,1,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,6.5,3.0,-2.0,2.0,0.1,1.9,6.0,2.0,-12.37574472,-1.7366587594,0.4587446752218926,-81.43141284615385,0.0,0.7633651941999999,0
5ring_nh2_both,triplet,True,conf_3,-529.3827435,True,True,-3.524420528,-0.157281892,3.367138636,,,,,,13.0,4003.51,311.24,0.0,,,,,,,0.729194770362114,0.0267974000000776,-3.524420528,-0.157281892,3.367138636,2.6390573296152584,8.295176504951279,,,1,0,0,0,0,1,0,0,1,1,2,1,1,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,6.5,3.0,-2.0,2.0,0.1,1.9,6.0,2.0,-10.573261584,-0.2988355948,0.4810191179726886,-81.44349899999999,0.0,0.8101415908,0
5ring_oh_out,neutral,True,conf_1,-458.4713108,True,True,-5.144043056000001,-0.686543622,4.457499434000001,,0.22413,-0.254976,0.479106,6.249999999962882e-08,4.0,3096.76,0.0,100.0,-458.416007521,True,-4.584576672,-0.686543622,3.89803305,1.5048796461817688,,0.0,-5.144043056000001,-0.686543622,4.457499434000001,1.6094379124341005,8.038434548640856,0.479106,0.479106,0,1,0,0,0,1,1,0,0,1,2,1,1,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,6.0,3.0,-2.0,1.0,0.1,0.9,6.0,2.0,-15.432129168000005,-0.6178892598,0.6367847237361091,-76.41188513333334,0.0,1.1372498302000003,0
5ring_oh_out,cation,True,conf_1,-458.2990555,True,True,-6.213995304000001,-1.7268354440000002,4.48715986,,,,,,3.0,3630.14,0.0,100.0,,,,,,,,0.1722553000000175,-6.213995304000001,-1.7268354440000002,4.48715986,1.3862943611198906,8.197301927542425,,,0,1,0,0,0,1,0,1,0,1,2,1,1,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,6.0,3.0,-2.0,1.0,0.1,0.9,6.0,2.0,-18.641985912000003,-1.5541518996000003,0.6410219213972552,-76.38317591666667,0.0,1.146147958,0
5ring_oh_out,triplet,True,conf_2,-458.474626,True,True,-4.066199502000001,0.308033048,4.37423255,,,,,,19.0,5008.15,414.78,0.0,,,,,,,-0.0902112332793071,-0.0033151999999745,-4.066199502000001,0.308033048,4.37423255,2.995732273553991,8.519021519006266,,,0,1,0,0,0,1,0,0,1,1,2,1,1,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,6.0,3.0,-2.0,1.0,0.1,0.9,6.0,2.0,-12.198598506000003,0.2772297432,0.6248894715864692,-76.41243766666666,0.0,1.1122697650000002,0
5ring_sh_3ring_cn_in_v2,neutral,True,conf_3,-1288.64464669,False,,-5.501056624,-3.806330632,1.6947259920000002,,0.215818,-0.262548,0.478366,5.5555555553105406e-08,3.0,2420.93,2420.93,0.0,-1288.61740964,False,-4.650156146,-3.806330632,0.8438255139999995,0.7411582623683591,,0.0,-5.501056624,-3.806330632,1.6947259920000004,1.3862943611198906,7.79232002196127,0.478366,0.478366,0,0,1,0,0,1,1,0,0,1,3,2,1,1,0,1,0,0,1,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,4,11.0,5.0,-0.5,0.5,3.0,-2.5,10.0,4.0,-27.50528312,9.51582658,0.1540658592128553,-117.14951333545454,0.0,0.30841779760000004,0
5ring_sh_3ring_cn_in_v2,cation,True,conf_1,-1288.4689,True,True,-6.234403854000001,-3.999259458,2.235144396000001,,,,,,3.0,3838.47,0.0,100.0,,,,,,,,0.1757466899998689,-6.234403854000001,-3.999259458,2.235144396000001,1.3862943611198906,8.253089615222688,,,0,0,1,0,0,1,0,1,0,1,3,2,1,1,0,1,0,0,1,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,4,11.0,5.0,-0.5,0.5,3.0,-2.5,10.0,4.0,-31.172019270000003,9.998148645,0.2031947603683997,-117.13353636363637,0.0,0.47054331880000017,0
5ring_sh_3ring_cn_in_v2,triplet,True,conf_3,-1288.632368,True,True,-4.89397029,-2.31432957,2.5796407200000004,,,,,,3.0,1905.12,1905.12,0.0,,,,,,,0.3341203450633545,0.0122786899999027,-4.89397029,-2.31432957,2.5796407200000004,1.3862943611198906,7.552825041308908,,,0,0,1,0,0,1,0,0,1,1,3,2,1,1,0,1,0,0,1,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,4,11.0,5.0,-0.5,0.5,3.0,-2.5,10.0,4.0,-24.46985145,5.785823925,0.2345125795340186,-117.1483970909091,0.0,0.5738922160000002,0
5ring_nme2_3ring_nn+,neutral,True,conf_1,-793.4375748,True,True,-4.515187602,-2.5488918380000003,1.966295764,,0.245172,-0.302517,0.547689,-6.25000000000625e-08,6.0,2352.53,0.0,100.0,-793.424786658,False,,,,0.3479832472181656,,0.0,-4.515187602,-2.5488918380000003,1.966295764,1.9459101490553128,7.763671607732549,0.547689,0.547689,0,0,0,1,0,1,1,0,0,1,3,2,1,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,1,3,5,14.0,6.7,-1.5,2.5,3.0,-0.5,10.5,3.0,-30.251756933400003,1.274445919,0.1709820916677463,-56.67411248571428,0.0,0.3898887292,0
5ring_nme2_3ring_nn+,cation,True,conf_1,-793.3029865,True,True,-4.846350340000001,-2.9540695840000004,1.892280756,,,,,,3.0,2837.6,0.0,100.0,,,,,,,,0.1345883000000185,-4.846350340000001,-2.9540695840000004,1.8922807560000003,1.3862943611198906,7.951066251865157,,,0,0,0,1,0,1,0,1,0,1,3,2,1,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,1,3,5,14.0,6.7,-1.5,2.5,3.0,-0.5,10.5,3.0,-32.470547278000005,1.4770347920000002,0.1645460096121656,-56.664499035714286,0.0,0.36768422679999996,0
5ring_nme2_3ring_nn+,triplet,True,conf_1,-793.424616609,False,,-3.779935574000001,-1.913505648,1.8664299260000003,,,,,,4.0,1782.75,0.0,100.0,,,,,,,0.3526105185757341,0.0129581909999387,-3.779935574000001,-1.913505648,1.866429926000001,1.6094379124341005,7.486473168791046,,,0,0,0,1,0,1,0,0,1,1,3,2,1,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,1,3,5,14.0,6.7,-1.5,2.5,3.0,-0.5,10.5,3.0,-25.325568345800008,0.956752824,0.1622981133059885,-56.67318690064286,0.0,0.35992897780000005,0
3ring_bh2,neutral,True,conf_1,-358.9883139,True,True,-5.53615933,-2.2702471020000003,3.265912228,,0.180584,-0.062649,0.2432329999999999,5.555555555561113e-08,1.0,0.0,0.0,100.0,-358.9594878,True,-5.301597062,-2.2702471020000003,3.03134996,0.7843985375400927,,0.0,-5.53615933,-2.2702471020000003,3.265912228,0.6931471805599453,0.0,0.2432329999999999,0.2432329999999999,0,0,0,0,0,1,1,0,0,1,2,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,2,4.0,1.0,0.5,0.0,1.0,-1.0,3.0,2.0,-5.53615933,2.2702471020000003,0.8164760158099605,-89.747078475,0.0,0.7797736683999998,0
3ring_bh2,cation,True,conf_1,-358.8057463,True,True,-6.966390514,-2.43950201,4.526888504,,,,,,1.0,0.0,0.0,100.0,,,,,,,,0.1825675999999703,-6.966390514,-2.43950201,4.526888504,0.6931471805599453,0.0,,,0,0,0,0,0,1,0,1,0,1,2,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,2,4.0,1.0,0.5,0.0,1.0,-1.0,3.0,2.0,-6.966390514,2.43950201,1.1317192967017584,-89.701436575,0.0,1.1580665512000001,0
3ring_bh2,triplet,True,conf_1,-358.9514372,True,True,-5.164179492000001,-2.603858866,2.560320626,,,,,,1.0,0.0,0.0,100.0,,,,,,,1.0034666343798213,0.0368766999999934,-5.164179492000001,-2.603858866,2.5603206260000007,0.6931471805599453,0.0,,,0,0,0,0,0,1,0,0,1,1,2,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,2,4.0,1.0,0.5,0.0,1.0,-1.0,3.0,2.0,-5.164179492000001,2.603858866,0.6400785563036094,-89.7378593,0.0,0.5680961877999999,0
me_oh_cn,neutral,True,conf_2,-721.3932094,True,True,-4.678728116,-3.528502238,1.150225878,,0.219533,-0.284172,0.503705,1.3010426069826053e-18,5.0,1504.14,226.53,0.0,-721.384038307,False,-4.554372018,-3.528502238,1.0258697799999996,0.2495582800623016,,0.0,-4.678728116,-3.528502238,1.150225878,1.791759469228055,7.316641196112395,0.503705,0.503705,0,1,1,1,0,0,1,0,0,1,3,0,0,0,0,0,0,0,1,1,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,4.0,6.7,-2.0,1.5,3.0,-1.5,3.0,0.1,-31.3474783772,5.2927533570000005,0.2875557506106235,-180.34830235,0.0,0.1450677634,0
me_oh_cn,cation,True,conf_1,-721.2411781,True,True,-5.807456988,-3.777214434,2.0302425540000004,,,,,,4.0,3747.48,0.0,100.0,,,,,,,,0.1520313000000897,-5.807456988,-3.777214434,2.0302425540000004,1.6094379124341005,8.229105703461363,,,0,1,1,1,0,0,0,1,0,1,3,0,0,0,0,0,0,0,1,1,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,4.0,6.7,-2.0,1.5,3.0,-1.5,3.0,0.1,-38.9099618196,5.665821651,0.5075593696015761,-180.310294525,0.0,0.40907276620000005,0
me_oh_cn,triplet,True,conf_4,-721.3970512,True,False,-4.704034718,-1.874321232,2.829713486,,,,,,7.0,3797.06,1564.38,0.0,,,,,,,-0.1045407565177766,-0.0038417999999182,-4.704034718,-1.874321232,2.829713486,2.079441541679836,8.242245689035757,,,0,1,1,1,0,0,0,0,1,1,3,0,0,0,0,0,0,0,1,1,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,4.0,6.7,-2.0,1.5,3.0,-1.5,3.0,0.1,-31.5170326106,2.811481848,0.7074266029334928,-180.3492628,0.0,0.6489140458,0
sh_oh_cn,neutral,True,conf_2,-1438.9859151,True,True,-5.120913366,-3.610408552,1.510504814,,0.217739,-0.278452,0.4961909999999999,-2.0816681711721684e-18,8.0,4128.38,82.83,0.0,-1438.96526495,False,-4.454234066000001,-3.610408552,0.8438255140000003,0.5619194917144903,,0.0,-5.120913366,-3.610408552,1.510504814,2.19722457733622,8.325882553620408,0.4961909999999999,0.4961909999999999,0,1,1,0,0,0,1,0,0,1,3,0,0,0,0,0,0,0,1,1,0,0,1,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,4.0,8.0,-2.5,1.5,3.0,-1.5,3.0,0.1,-40.967306928,5.415612828,0.3776252594368514,-359.746478775,0.0,0.25315144419999996,0
sh_oh_cn,cation,True,conf_2,-1438.8252806,True,True,-5.730176612,-3.860753432000001,1.86942318,,,,,,9.0,4885.16,894.2,0.0,,,,,,,,0.1606345000000146,-5.730176612,-3.860753432000001,1.8694231799999992,2.302585092994046,8.49416199790453,,,0,1,1,0,0,0,0,1,0,1,3,0,0,0,0,0,0,0,1,1,0,0,1,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,4.0,8.0,-2.5,1.5,3.0,-1.5,3.0,0.1,-45.841412896,5.7911301480000015,0.4673546266134333,-359.70632015,0.0,0.36082695400000003,0
sh_oh_cn,triplet,True,conf_5,-1438.9841677,True,True,-4.819411054,-2.0694269700000003,2.749984084,,,,,,6.0,4273.34,2779.24,0.0,,,,,,,0.0475492003630742,0.0017474000001129,-4.819411054,-2.0694269700000003,2.7499840839999994,1.9459101490553128,8.360384983487208,,,0,1,1,0,0,0,0,0,1,1,3,0,0,0,0,0,0,0,1,1,0,0,1,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,4.0,8.0,-2.5,1.5,3.0,-1.5,3.0,0.1,-38.555288432,3.1041404550000005,0.6874943022642442,-359.746041925,0.0,0.6249952252,0
5ring_me_3ring_cf3_in,neutral,True,conf_1,-1060.2875938,True,True,-5.375067842000001,-2.1581361340000003,3.216931708,,0.575348,-0.153584,0.7289319999999999,-2.135044278125301e-18,2.0,230.92,0.0,100.0,-1060.23351138,False,-5.459151068,-2.1581361340000003,3.301014934,1.4716583635876217,,0.0,-5.375067842000001,-2.1581361340000003,3.2169317080000006,1.0986122886681098,5.4463924846134,0.7289319999999999,0.7289319999999999,0,0,0,1,0,1,1,0,0,1,4,2,1,1,0,1,0,0,0,0,0,0,0,0,1,1,1,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,3,5,12.5,6.7,2.5,0.5,3.5,-3.0,8.0,2.5,-36.012954541400006,6.474408402000001,0.3574364592928231,-84.823007504,0.0,0.7650795124,0
5ring_me_3ring_cf3_in,cation,True,conf_2,-1060.1093557,True,True,-6.748155086,-2.6626354900000004,4.085519596,,,,,,4.0,521.46,126.13,0.0,,,,,,,,0.1782381000000441,-6.748155086,-2.6626354900000004,4.085519595999999,1.6094379124341005,6.258548425884557,,,0,0,0,1,0,1,0,1,0,1,4,2,1,1,0,1,0,0,0,0,0,0,0,0,1,1,1,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,3,5,12.5,6.7,2.5,0.5,3.5,-3.0,8.0,2.5,-45.2126390762,7.987906470000001,0.4539461173932028,-84.80874845599999,0.0,1.0256558788,0
5ring_me_3ring_cf3_in,triplet,True,conf_1,-1060.2447487,True,True,-4.962270904,-1.750237248,3.212033656,,,,,,3.0,351.41,0.0,100.0,,,,,,,1.1658751541406065,0.0428451000000222,-4.962270904,-1.750237248,3.2120336560000005,1.3862943611198906,5.864795270503905,,,0,0,0,1,0,1,0,0,1,1,4,2,1,1,0,1,0,0,0,0,0,0,0,0,1,1,1,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,3,5,12.5,6.7,2.5,0.5,3.5,-3.0,8.0,2.5,-33.2472150568,5.250711744,0.3568922318975202,-84.819579896,0.0,0.7636100967999999,0
5ring_nh2_3ring_NO2,neutral,True,conf_1,-827.4986417,True,True,-4.935331618,-3.823745928,1.11158569,,0.303522,-0.431093,0.734615,-4.5454545455852535e-08,1.0,0.0,0.0,100.0,-827.4908295,True,-4.606617906,-3.823745928,0.7828719779999997,0.2125808990797112,,0.0,-4.935331618,-3.823745928,1.11158569,0.6931471805599453,0.0,0.734615,0.734615,1,0,0,0,0,1,1,0,0,1,2,2,1,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,2,4,11.5,7.0,-3.5,2.0,3.5,-1.5,11.0,4.0,-34.547321326,5.735618892,0.0926320636399469,-71.95640362608695,0.0,0.133475707,0
5ring_nh2_3ring_NO2,cation,True,conf_1,-827.334624,True,True,-6.005011752,-3.891502314,2.113509438,,,,,,1.0,0.0,0.0,100.0,,,,,,,,0.1640177000000449,-6.005011752,-3.891502314,2.113509438,0.6931471805599453,0.0,,,1,0,0,0,0,1,0,1,0,1,2,2,1,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,2,4,11.5,7.0,-3.5,2.0,3.5,-1.5,11.0,4.0,-42.035082264,5.837253471,0.1761256397286335,-71.9421412173913,0.0,0.4340528313999999,0
5ring_nh2_3ring_NO2,triplet,True,conf_1,-827.4908865,True,True,-4.763355570000001,-2.969852196,1.7935033740000004,,,,,,1.0,0.0,0.0,100.0,,,,,,,0.2110298492805337,0.0077552000000196,-4.763355570000001,-2.969852196,1.7935033740000006,0.6931471805599453,0.0,,,1,0,0,0,0,1,0,0,1,1,2,2,1,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,2,4,11.5,7.0,-3.5,2.0,3.5,-1.5,11.0,4.0,-33.343488990000004,4.4547782940000005,0.1494584899512584,-71.95572926086956,0.0,0.33805101220000006,0
5ring_cn_out,neutral,True,conf_1,-492.5,True,True,-6.358215724000001,-1.851191542,4.507024182,,0.224296,-0.152216,0.3765119999999999,6.249999999987277e-08,1.0,0.0,0.0,100.0,-492.492101,True,-5.922833324,-1.851191542,4.071641782,0.2149428486002444,,0.0,-6.358215724000001,-1.851191542,4.507024182,0.6931471805599453,0.0,0.3765119999999999,0.3765119999999999,0,0,1,0,0,1,1,0,0,1,2,1,1,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,7.0,3.5,-1.0,0.0,3.0,-3.0,7.0,2.0,-22.253755034,5.553574626,0.5633773185283519,-70.35714285714286,0.0,1.1521072546000002,0
5ring_cn_out,cation,True,conf_1,-492.2915,True,True,-7.746269238,-2.888762224,4.857507013999999,,,,,,1.0,0.0,0.0,100.0,,,,,,,,0.208500000000015,-7.746269238,-2.888762224,4.857507013999999,0.6931471805599453,0.0,,,0,0,1,0,0,1,0,1,0,1,2,1,1,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,7.0,3.5,-1.0,0.0,3.0,-3.0,7.0,2.0,-27.111942333,8.666286672,0.6071876177654777,-70.32735714285714,0.0,1.2572521041999998,0
5ring_cn_out,triplet,True,conf_2,-492.44511,True,True,-5.66133177,-2.333649664,3.3276821060000006,,,,,,4.0,2950.55,2726.53,0.0,,,,,,,1.4936337460000089,0.0548900000000003,-5.66133177,-2.333649664,3.327682106,1.6094379124341005,7.990085735075964,,,0,0,1,0,0,1,0,0,1,1,2,1,1,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,7.0,3.5,-1.0,0.0,3.0,-3.0,7.0,2.0,-19.814661195,7.0009489920000005,0.4159597433003209,-70.34930142857142,0.0,0.7983046318000002,0
sesqui_5ring_2nph3,neutral,True,conf_1,-1257.222576,True,True,-3.832997804000001,-1.70479421,2.1282035940000004,,0.587677,-0.457883,1.04556,-3.3333333334291864e-08,14.0,4551.95,0.0,100.0,-1257.20976491,False,,,,0.3486076944201881,,0.0,-3.832997804000001,-1.70479421,2.1282035940000013,2.70805020110221,8.423530653504221,1.04556,1.04556,0,0,0,0,0,1,1,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,2,12.0,1.0,3.0,1.5,0.1,1.4,5.0,0.1,-3.832997804000001,-2.386711894,0.3547000078333205,-104.768548,0.0,0.4384610782000001,0
sesqui_5ring_2nph3,cation,True,conf_1,-1257.1036623,True,False,-4.502398244,-2.3388198300000003,2.163578414,,,,,,5.0,5002.5,0.0,100.0,,,,,,,,0.1189136999998936,-4.502398244,-2.3388198300000003,2.163578414,1.791759469228055,8.51789294653051,,,0,0,0,0,0,1,0,1,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,2,12.0,1.0,3.0,1.5,0.1,1.4,5.0,0.1,-4.502398244,-3.274347762,0.3605958013403311,-104.758638525,0.0,0.44907352419999996,0
